timestamp,user_id,keyword
2024-06-13 06:32:48,81803ee0-2bd4-4df2-ac1f-eaa6776a8284,Hemat Uang
2024-06-13 13:07:22,81803ee0-2bd4-4df2-ac1f-eaa6776a8284,Hemat Uang
2024-06-13 13:10:41,81803ee0-2bd4-4df2-ac1f-eaa6776a8284,Hemat Uang
2024-06-13 14:40:26,97f2f284-423d-4865-9112-a9392a244cdb,Hemat Uang
2024-06-13 14:40:28,97f2f284-423d-4865-9112-a9392a244cdb,Hemat Uang
2024-06-13 14:40:28,97f2f284-423d-4865-9112-a9392a244cdb,Hemat Uang
2024-06-13 14:40:29,97f2f284-423d-4865-9112-a9392a244cdb,Hemat Uang
2024-06-13 14:40:31,97f2f284-423d-4865-9112-a9392a244cdb,Hemat Uang
2024-06-13 14:40:31,97f2f284-423d-4865-9112-a9392a244cdb,Hemat Uang
2024-06-13 14:57:51,44c3948c-d172-4e29-ad3c-b29575a123c6,Hemat Uang
2024-06-13 14:57:53,44c3948c-d172-4e29-ad3c-b29575a123c6,Hemat Uang
2024-06-13 14:57:54,44c3948c-d172-4e29-ad3c-b29575a123c6,Hemat Uang
2024-06-13 14:57:55,44c3948c-d172-4e29-ad3c-b29575a123c6,Hemat Uang
2024-06-13 14:57:57,44c3948c-d172-4e29-ad3c-b29575a123c6,Hemat Uang
2024-06-13 14:57:57,44c3948c-d172-4e29-ad3c-b29575a123c6,Hemat Uang
2024-06-13 15:02:26,44c3948c-d172-4e29-ad3c-b29575a123c6,Hemat Uang
2024-06-13 15:02:27,44c3948c-d172-4e29-ad3c-b29575a123c6,Hemat Uang
2024-06-13 15:02:28,44c3948c-d172-4e29-ad3c-b29575a123c6,Hemat Uang
2024-06-13 15:02:29,44c3948c-d172-4e29-ad3c-b29575a123c6,Hemat Uang
2024-06-13 15:02:30,44c3948c-d172-4e29-ad3c-b29575a123c6,Hemat Uang
2024-06-13 15:02:30,44c3948c-d172-4e29-ad3c-b29575a123c6,Hemat Uang
2024-06-13 15:22:04,44c3948c-d172-4e29-ad3c-b29575a123c6,Hemat Uang
2024-06-13 15:22:04,44c3948c-d172-4e29-ad3c-b29575a123c6,Hemat Uang
2024-06-13 15:22:05,44c3948c-d172-4e29-ad3c-b29575a123c6,Hemat Uang
2024-06-13 15:22:05,44c3948c-d172-4e29-ad3c-b29575a123c6,Hemat Uang
2024-06-13 15:22:06,44c3948c-d172-4e29-ad3c-b29575a123c6,Hemat Uang
2024-06-13 15:22:07,44c3948c-d172-4e29-ad3c-b29575a123c6,Hemat Uang
2024-06-13 15:26:21,44c3948c-d172-4e29-ad3c-b29575a123c6,Hemat Uang
2024-06-13 15:26:22,44c3948c-d172-4e29-ad3c-b29575a123c6,Hemat Uang
2024-06-13 15:26:22,44c3948c-d172-4e29-ad3c-b29575a123c6,Hemat Uang
2024-06-13 15:26:23,44c3948c-d172-4e29-ad3c-b29575a123c6,Hemat Uang
2024-06-13 15:26:24,44c3948c-d172-4e29-ad3c-b29575a123c6,Hemat Uang
2024-06-13 15:26:24,44c3948c-d172-4e29-ad3c-b29575a123c6,Hemat Uang
2024-06-13 15:35:27,44c3948c-d172-4e29-ad3c-b29575a123c6,Hemat Uang
2024-06-13 15:35:28,44c3948c-d172-4e29-ad3c-b29575a123c6,Hemat Uang
2024-06-13 15:35:28,44c3948c-d172-4e29-ad3c-b29575a123c6,Hemat Uang
2024-06-13 15:35:29,44c3948c-d172-4e29-ad3c-b29575a123c6,Hemat Uang
2024-06-13 15:35:30,44c3948c-d172-4e29-ad3c-b29575a123c6,Hemat Uang
2024-06-13 15:35:30,44c3948c-d172-4e29-ad3c-b29575a123c6,Hemat Uang
2024-06-13 16:14:34,44c3948c-d172-4e29-ad3c-b29575a123c6,Hemat Uang
2024-06-13 16:14:35,44c3948c-d172-4e29-ad3c-b29575a123c6,Hemat Uang
2024-06-13 16:14:35,44c3948c-d172-4e29-ad3c-b29575a123c6,Hemat Uang
2024-06-13 16:14:36,44c3948c-d172-4e29-ad3c-b29575a123c6,Hemat Uang
2024-06-13 16:14:37,44c3948c-d172-4e29-ad3c-b29575a123c6,Hemat Uang
2024-06-13 16:14:38,44c3948c-d172-4e29-ad3c-b29575a123c6,Hemat Uang
2024-06-13 16:17:38,44c3948c-d172-4e29-ad3c-b29575a123c6,Hemat Uang
2024-06-13 16:17:39,44c3948c-d172-4e29-ad3c-b29575a123c6,Hemat Uang
2024-06-13 16:17:40,44c3948c-d172-4e29-ad3c-b29575a123c6,Hemat Uang
2024-06-13 16:17:40,44c3948c-d172-4e29-ad3c-b29575a123c6,Hemat Uang
2024-06-13 16:17:41,44c3948c-d172-4e29-ad3c-b29575a123c6,Hemat Uang
2024-06-13 16:17:42,44c3948c-d172-4e29-ad3c-b29575a123c6,Hemat Uang
2024-06-13 16:41:28,81803ee0-2bd4-4df2-ac1f-eaa6776a8284,Hemat Uang
2024-06-13 16:41:33,81803ee0-2bd4-4df2-ac1f-eaa6776a8284,Hemat Uang
2024-06-13 16:41:52,81803ee0-2bd4-4df2-ac1f-eaa6776a8284,Hemat Uang
2024-06-13 20:24:10,44c3948c-d172-4e29-ad3c-b29575a123c6,Hemat Uang
2024-06-13 20:24:11,44c3948c-d172-4e29-ad3c-b29575a123c6,Hemat Uang
2024-06-13 20:24:12,44c3948c-d172-4e29-ad3c-b29575a123c6,Hemat Uang
2024-06-13 20:24:12,44c3948c-d172-4e29-ad3c-b29575a123c6,Hemat Uang
2024-06-13 20:24:13,44c3948c-d172-4e29-ad3c-b29575a123c6,Hemat Uang
2024-06-13 20:24:14,44c3948c-d172-4e29-ad3c-b29575a123c6,Hemat Uang
2024-06-13 23:19:26,44c3948c-d172-4e29-ad3c-b29575a123c6,Hemat Uang
2024-06-13 23:19:27,44c3948c-d172-4e29-ad3c-b29575a123c6,Hemat Uang
2024-06-13 23:19:27,44c3948c-d172-4e29-ad3c-b29575a123c6,Hemat Uang
2024-06-13 23:19:28,44c3948c-d172-4e29-ad3c-b29575a123c6,Hemat Uang
2024-06-13 23:19:29,44c3948c-d172-4e29-ad3c-b29575a123c6,Hemat Uang
2024-06-13 23:19:29,44c3948c-d172-4e29-ad3c-b29575a123c6,Hemat Uang
2024-06-13 23:26:06,44c3948c-d172-4e29-ad3c-b29575a123c6,Hemat Uang
2024-06-13 23:26:06,44c3948c-d172-4e29-ad3c-b29575a123c6,Hemat Uang
2024-06-13 23:26:07,44c3948c-d172-4e29-ad3c-b29575a123c6,Hemat Uang
2024-06-13 23:26:07,44c3948c-d172-4e29-ad3c-b29575a123c6,Hemat Uang
2024-06-13 23:26:08,44c3948c-d172-4e29-ad3c-b29575a123c6,Hemat Uang
2024-06-13 23:26:08,44c3948c-d172-4e29-ad3c-b29575a123c6,Hemat Uang
