textPayload
[LOG_DE_START]  a7f8a359-59e1-4556-98e6-743b08e450cd OPEN-CATEGORY Hemat Uang  [LOG_DE_END]
[LOG_DE_START]  a7f8a359-59e1-4556-98e6-743b08e450cd OPEN-CATEGORY Hemat Uang  [LOG_DE_END]
[LOG_DE_START]  a7f8a359-59e1-4556-98e6-743b08e450cd OPEN-PRODUCT 7dcf0f20-d1c6-4d8a-8cf5-de60f5c420be  [LOG_DE_END]
[LOG_DE_START]    [LOG_DE_END]
[LOG_DE_START]  a7f8a359-59e1-4556-98e6-743b08e450cd OPEN-CATEGORY Hemat Uang  [LOG_DE_END]
[LOG_DE_START]  a7f8a359-59e1-4556-98e6-743b08e450cd OPEN-CATEGORY Hemat Uang  [LOG_DE_END]
[LOG_DE_START]  a7f8a359-59e1-4556-98e6-743b08e450cd OPEN-CATEGORY Hemat Uang  [LOG_DE_END]
[LOG_DE_START]  a7f8a359-59e1-4556-98e6-743b08e450cd OPEN-PRODUCT 005c310b-015a-4075-b3b5-575b1feb14d6  [LOG_DE_END]
[LOG_DE_START]  a7f8a359-59e1-4556-98e6-743b08e450cd OPEN-CATEGORY Hemat Uang  [LOG_DE_END]
[LOG_DE_START]  a7f8a359-59e1-4556-98e6-743b08e450cd OPEN-CATEGORY Hemat Uang  [LOG_DE_END]
[LOG_DE_START]  a7f8a359-59e1-4556-98e6-743b08e450cd OPEN-CATEGORY Hemat Uang  [LOG_DE_END]
[LOG_DE_START]  a7f8a359-59e1-4556-98e6-743b08e450cd OPEN-CATEGORY Hemat Uang  [LOG_DE_END]
[LOG_DE_START]  a7f8a359-59e1-4556-98e6-743b08e450cd OPEN-CATEGORY Hemat Uang  [LOG_DE_END]
[LOG_DE_START]  a7f8a359-59e1-4556-98e6-743b08e450cd OPEN-CATEGORY Mengurangi Limbah  [LOG_DE_END]
[LOG_DE_START]  a7f8a359-59e1-4556-98e6-743b08e450cd OPEN-CATEGORY Hemat Uang  [LOG_DE_END]
[LOG_DE_START]  a7f8a359-59e1-4556-98e6-743b08e450cd OPEN-CATEGORY Mengurangi Limbah  [LOG_DE_END]
[LOG_DE_START]  a7f8a359-59e1-4556-98e6-743b08e450cd OPEN-CATEGORY Perluas Wawasan  [LOG_DE_END]
[LOG_DE_START]  a7f8a359-59e1-4556-98e6-743b08e450cd OPEN-CATEGORY Mengurangi Pemanasan Global  [LOG_DE_END]
[LOG_DE_START]  a7f8a359-59e1-4556-98e6-743b08e450cd OPEN-CATEGORY Perluas Wawasan  [LOG_DE_END]
[LOG_DE_START]  a7f8a359-59e1-4556-98e6-743b08e450cd OPEN-CATEGORY Mengurangi Limbah  [LOG_DE_END]
[LOG_DE_START]  a7f8a359-59e1-4556-98e6-743b08e450cd OPEN-CATEGORY Hemat Uang  [LOG_DE_END]
[LOG_DE_START]  a7f8a359-59e1-4556-98e6-743b08e450cd OPEN-CATEGORY Mengurangi Limbah  [LOG_DE_END]
[LOG_DE_START]  a7f8a359-59e1-4556-98e6-743b08e450cd OPEN-CATEGORY Perluas Wawasan  [LOG_DE_END]
[LOG_DE_START]  a7f8a359-59e1-4556-98e6-743b08e450cd OPEN-PRODUCT f0f542fb-4810-458a-b679-8f4ab4e08493  [LOG_DE_END]
[LOG_DE_START]  a7f8a359-59e1-4556-98e6-743b08e450cd OPEN-CATEGORY Hemat Uang  [LOG_DE_END]
[LOG_DE_START]  be465d7a-b38d-4c80-8499-1d8951edcbab OPEN-PRODUCT 0e1c5843-a637-4a92-bfa0-7c7342f51846  [LOG_DE_END]
[LOG_DE_START]  a7f8a359-59e1-4556-98e6-743b08e450cd OPEN-CATEGORY Hemat Uang  [LOG_DE_END]
[LOG_DE_START]  a7f8a359-59e1-4556-98e6-743b08e450cd OPEN-CATEGORY Hemat Uang  [LOG_DE_END]
[LOG_DE_START]  a7f8a359-59e1-4556-98e6-743b08e450cd OPEN-CATEGORY Hemat Uang  [LOG_DE_END]
[LOG_DE_START]  a7f8a359-59e1-4556-98e6-743b08e450cd OPEN-CATEGORY Hemat Uang  [LOG_DE_END]
[LOG_DE_START]  a7f8a359-59e1-4556-98e6-743b08e450cd OPEN-CATEGORY Hemat Uang  [LOG_DE_END]
[LOG_DE_START]  a7f8a359-59e1-4556-98e6-743b08e450cd OPEN-CATEGORY Hemat Uang  [LOG_DE_END]
[LOG_DE_START]  a7f8a359-59e1-4556-98e6-743b08e450cd OPEN-CATEGORY Perluas Wawasan  [LOG_DE_END]
[LOG_DE_START]  a7f8a359-59e1-4556-98e6-743b08e450cd OPEN-CATEGORY Mengurangi Limbah  [LOG_DE_END]
[LOG_DE_START]  a7f8a359-59e1-4556-98e6-743b08e450cd OPEN-PRODUCT 23cf052f-26ce-4f99-b61c-6b1cba4e630e  [LOG_DE_END]
[LOG_DE_START]  a7f8a359-59e1-4556-98e6-743b08e450cd OPEN-CATEGORY Mengurangi Limbah  [LOG_DE_END]
[LOG_DE_START]  a7f8a359-59e1-4556-98e6-743b08e450cd OPEN-CATEGORY Hemat Uang  [LOG_DE_END]
[LOG_DE_START]  a7f8a359-59e1-4556-98e6-743b08e450cd OPEN-CATEGORY Hemat Uang  [LOG_DE_END]
[LOG_DE_START]  a7f8a359-59e1-4556-98e6-743b08e450cd OPEN-CATEGORY Hemat Uang  [LOG_DE_END]
[LOG_DE_START]  a7f8a359-59e1-4556-98e6-743b08e450cd OPEN-PRODUCT ba8150f4-103a-438a-8d14-90ad8dc46a30  [LOG_DE_END]
[LOG_DE_START]  a7f8a359-59e1-4556-98e6-743b08e450cd OPEN-CATEGORY Hemat Uang  [LOG_DE_END]
[LOG_DE_START]  a7f8a359-59e1-4556-98e6-743b08e450cd OPEN-CATEGORY Hemat Uang  [LOG_DE_END]
[LOG_DE_START]  a7f8a359-59e1-4556-98e6-743b08e450cd OPEN-CATEGORY Hemat Uang  [LOG_DE_END]
[LOG_DE_START]  a7f8a359-59e1-4556-98e6-743b08e450cd OPEN-CATEGORY Hemat Uang  [LOG_DE_END]
[LOG_DE_START]  a7f8a359-59e1-4556-98e6-743b08e450cd OPEN-CATEGORY Hemat Uang  [LOG_DE_END]
[LOG_DE_START]  a7f8a359-59e1-4556-98e6-743b08e450cd OPEN-CATEGORY Hemat Uang  [LOG_DE_END]
[LOG_DE_START]  a7f8a359-59e1-4556-98e6-743b08e450cd OPEN-CATEGORY Hemat Uang  [LOG_DE_END]
[LOG_DE_START]  a7f8a359-59e1-4556-98e6-743b08e450cd OPEN-CATEGORY Hemat Uang  [LOG_DE_END]
[LOG_DE_START]  a7f8a359-59e1-4556-98e6-743b08e450cd OPEN-CATEGORY Hemat Uang  [LOG_DE_END]
[LOG_DE_START]  a7f8a359-59e1-4556-98e6-743b08e450cd OPEN-CATEGORY Hemat Uang  [LOG_DE_END]
[LOG_DE_START]  a7f8a359-59e1-4556-98e6-743b08e450cd OPEN-CATEGORY Hemat Uang  [LOG_DE_END]
[LOG_DE_START]  a7f8a359-59e1-4556-98e6-743b08e450cd OPEN-CATEGORY Hemat Uang  [LOG_DE_END]
[LOG_DE_START]  a7f8a359-59e1-4556-98e6-743b08e450cd OPEN-CATEGORY Hemat Uang  [LOG_DE_END]
[LOG_DE_START]  a7f8a359-59e1-4556-98e6-743b08e450cd OPEN-CATEGORY Hemat Uang  [LOG_DE_END]
[LOG_DE_START]  a7f8a359-59e1-4556-98e6-743b08e450cd OPEN-CATEGORY Hemat Uang  [LOG_DE_END]
[LOG_DE_START]  a7f8a359-59e1-4556-98e6-743b08e450cd OPEN-CATEGORY Hemat Uang  [LOG_DE_END]
[LOG_DE_START]  a7f8a359-59e1-4556-98e6-743b08e450cd OPEN-CATEGORY Hemat Uang  [LOG_DE_END]
[LOG_DE_START]  a7f8a359-59e1-4556-98e6-743b08e450cd OPEN-CATEGORY Perluas Wawasan  [LOG_DE_END]
[LOG_DE_START]  a7f8a359-59e1-4556-98e6-743b08e450cd OPEN-CATEGORY Perluas Wawasan  [LOG_DE_END]
[LOG_DE_START]  a7f8a359-59e1-4556-98e6-743b08e450cd OPEN-CATEGORY Hemat Uang  [LOG_DE_END]
[LOG_DE_START]  a7f8a359-59e1-4556-98e6-743b08e450cd OPEN-CATEGORY Hemat Uang  [LOG_DE_END]
[LOG_DE_START]  a7f8a359-59e1-4556-98e6-743b08e450cd OPEN-CATEGORY Hemat Uang  [LOG_DE_END]
[LOG_DE_START]  a7f8a359-59e1-4556-98e6-743b08e450cd OPEN-CATEGORY Perluas Wawasan  [LOG_DE_END]
[LOG_DE_START]  a7f8a359-59e1-4556-98e6-743b08e450cd OPEN-CATEGORY Mengurangi Limbah  [LOG_DE_END]
[LOG_DE_START]  a7f8a359-59e1-4556-98e6-743b08e450cd OPEN-CATEGORY Mengurangi Limbah  [LOG_DE_END]
[LOG_DE_START]  a7f8a359-59e1-4556-98e6-743b08e450cd OPEN-CATEGORY Hemat Uang  [LOG_DE_END]
[LOG_DE_START]  a7f8a359-59e1-4556-98e6-743b08e450cd OPEN-CATEGORY Hemat Uang  [LOG_DE_END]
[LOG_DE_START]  a7f8a359-59e1-4556-98e6-743b08e450cd OPEN-CATEGORY Mengurangi Limbah  [LOG_DE_END]
[LOG_DE_START]  a7f8a359-59e1-4556-98e6-743b08e450cd OPEN-CATEGORY Hemat Uang  [LOG_DE_END]
